index,순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
3170,792,핵심교양,문제해결글쓰기,가좌캠퍼스,2.0,"화3,4[303-0310]","화3,4[303-0310]",,,글쓰기
3173,795,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"목8,9[352-0106]","목8,9[352-0106]",,,글쓰기
3174,796,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"화8,9[352-0106]","화8,9[352-0106]",,,글쓰기
3175,797,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월8,9[352-0106]","월8,9[352-0106]",,,글쓰기
3176,798,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월8,9[352-0211]","월8,9[352-0211]",,,글쓰기
3177,799,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"수1,2[354-0222]","수1,2[354-0222]",,,글쓰기
3178,800,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"금6,7[459-0310]","금6,7[459-0310]",,,글쓰기
3179,801,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월8,9[459-0306]","월8,9[459-0306]",,,글쓰기
3180,802,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월6,7[459-0310]","월6,7[459-0310]",,,글쓰기
3181,803,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월6,7[459-0102]","월6,7[459-0102]",,,글쓰기
3182,804,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월8,9[459-0102]","월8,9[459-0102]",,,글쓰기
3183,805,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월1,2[459-0310]","월1,2[459-0310]",,,글쓰기
3184,806,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월1,2[459-0102]","월1,2[459-0102]",,,글쓰기
3185,807,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"금1,2[456-0209]","금1,2[456-0209]",,,글쓰기
3190,812,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"화8,9[352-0107]","화8,9[352-0107]",,,글쓰기
3191,813,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"월1,2[303-0311]","월1,2[303-0311]",,,글쓰기
3192,814,핵심교양,보고서와논문쓰기,가좌캠퍼스,2.0,"화6,7[303-0311]","화6,7[303-0311]",,,글쓰기
3195,817,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"화3,4[303-0417]","화3,4[303-0417]",,,글쓰기
3196,818,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"화8,9[303-0310]","화8,9[303-0310]",,,글쓰기
3197,819,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"금6,7[353-0102]","금6,7[353-0102]",,,글쓰기
3198,820,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"목3,4[456-0325]","목3,4[456-0325]",,,글쓰기
3199,821,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"금8,9[353-0116]","금8,9[353-0116]",,,글쓰기
3205,827,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"금6,7[303-0311]","금6,7[303-0311]",,,글쓰기
3206,828,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"목8,9[303-0311]","목8,9[303-0311]",,,글쓰기
3207,829,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"금8,9[303-0311]","금8,9[303-0311]",,,글쓰기
3208,830,핵심교양,실용문쓰기,가좌캠퍼스,2.0,"금6,7[303-0312]","금6,7[303-0312]",,,글쓰기
3210,832,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"화8,9[101-0237]","화8,9[101-0237]",,,글쓰기
3211,833,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"수1,2[102-0217]","수1,2[102-0217]",,,글쓰기
3212,834,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"수3,4[303-0311]","수3,4[303-0311]",,,글쓰기
3213,835,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"금1,2[354-0409]","금1,2[354-0409]",,,글쓰기
3214,836,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"화6,7[352-0205]","화6,7[352-0205]",,,글쓰기
3215,837,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"화3,4[354-0325]","화3,4[354-0325]",,,글쓰기
3216,838,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"금1,2[452-0217]","금1,2[452-0217]",,,글쓰기
3217,839,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"금3,4[452-0217]","금3,4[452-0217]",,,글쓰기
3218,840,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"수3,4[303-0310]","수3,4[303-0310]",,,글쓰기
3219,841,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"목1,2[102-0101]","목1,2[102-0101]",,,글쓰기
3220,842,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"화8,9[601-0220]","화8,9[601-0220]",,,글쓰기
3222,844,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"목8,9[303-0310]","목8,9[303-0310]",,,글쓰기
3223,845,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"금8,9[303-0312]","금8,9[303-0312]",,,글쓰기
3224,846,핵심교양,프레젠테이션글쓰기,가좌캠퍼스,2.0,"금8,9[303-0310]","금8,9[303-0310]",,,글쓰기
3227,849,핵심교양,인공지능형로봇과윤리,가좌캠퍼스,2.0,"화8,9[303-0311]","화8,9[303-0311]",,,디지털리터러시
3228,850,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"목1,2[451-0210]","목1,2[451-0210]",,,디지털리터러시
3229,851,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"수1,2[102-0204]","수1,2[102-0204]",,,디지털리터러시
3230,852,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"목3,4[029-0102]","목3,4[029-0102]",,,디지털리터러시
3231,853,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"목1,2[029-0102]","목1,2[029-0102]",,,디지털리터러시
3232,854,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"화1,2[102-0204]","화1,2[102-0204]",,,디지털리터러시
3233,855,핵심교양,파이썬프로그래밍기초,가좌캠퍼스,2.0,"화6,7[451-0210]","화6,7[451-0210]",,,디지털리터러시
3235,857,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"수3,4[102-0204]","수3,4[102-0204]",,,디지털리터러시
3236,858,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"화6,7[102-0204]","화6,7[102-0204]",,,디지털리터러시
3237,859,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"목3,4[102-0204]","목3,4[102-0204]",,,디지털리터러시
3238,860,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"화8,9[102-0204]","화8,9[102-0204]",,,디지털리터러시
3239,861,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"목6,7[102-0204]","목6,7[102-0204]",,,디지털리터러시
3240,862,핵심교양,비전공자를위한인공지능,가좌캠퍼스,2.0,"목8,9[102-0204]","목8,9[102-0204]",,,디지털리터러시
3242,864,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"화1,2[302-0104]","화1,2[302-0104]",,,디지털리터러시
3243,865,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"월3,4[302-0104]","월3,4[302-0104]",,,디지털리터러시
3244,866,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"월6,7[302-0104]","월6,7[302-0104]",,,디지털리터러시
3245,867,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"수1,2[302-0104]","수1,2[302-0104]",,,디지털리터러시
3246,868,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"목1,2[302-0104]","목1,2[302-0104]",,,디지털리터러시
3247,869,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"수3,4[302-0104]","수3,4[302-0104]",,,디지털리터러시
3248,870,핵심교양,생활속소프트웨어,가좌캠퍼스,2.0,"목3,4[451-0210]","목3,4[451-0210]",,,디지털리터러시
3250,872,핵심교양,비판적사고,가좌캠퍼스,2.0,"월1,2[024-0241]","월1,2[024-0241]",,,디지털리터러시
3251,873,핵심교양,비판적사고,가좌캠퍼스,2.0,"월3,4[024-0243]","월3,4[024-0243]",,,디지털리터러시
3252,874,핵심교양,비판적사고,가좌캠퍼스,2.0,"월6,7[024-0243]","월6,7[024-0243]",,,디지털리터러시
3253,875,핵심교양,비판적사고,가좌캠퍼스,2.0,"화3,4[024-0243]","화3,4[024-0243]",,,디지털리터러시
3254,876,핵심교양,비판적사고,가좌캠퍼스,2.0,"화8,9[024-0243]","화8,9[024-0243]",,,디지털리터러시
3255,877,핵심교양,비판적사고,가좌캠퍼스,2.0,"수1,2[024-0243]","수1,2[024-0243]",,,디지털리터러시
3256,878,핵심교양,비판적사고,가좌캠퍼스,2.0,"수8,9[024-0241]","수8,9[024-0241]",,,디지털리터러시
3257,879,핵심교양,비판적사고,가좌캠퍼스,2.0,"목1,2[024-0243]","목1,2[024-0243]",,,디지털리터러시
3258,880,핵심교양,비판적사고,가좌캠퍼스,2.0,"목3,4[024-0243]","목3,4[024-0243]",,,디지털리터러시
3259,881,핵심교양,비판적사고,가좌캠퍼스,2.0,"금6,7[024-0243]","금6,7[024-0243]",,,디지털리터러시
3260,882,핵심교양,비판적사고,가좌캠퍼스,2.0,"수3,4[024-0241]","수3,4[024-0241]",,,디지털리터러시
3261,883,핵심교양,비판적사고,가좌캠퍼스,2.0,"월6,7[024-0241]","월6,7[024-0241]",,,디지털리터러시
3262,884,핵심교양,비판적사고,가좌캠퍼스,2.0,"월8,9[024-0241]","월8,9[024-0241]",,,디지털리터러시
3263,885,핵심교양,비판적사고,가좌캠퍼스,2.0,"화6,7[024-0125]","화6,7[024-0125]",,,디지털리터러시
3264,886,핵심교양,비판적사고,가좌캠퍼스,2.0,"화3,4[024-0241]","화3,4[024-0241]",,,디지털리터러시
3270,892,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"월3,4[024-0241]","월3,4[024-0241]",,,디지털리터러시
3271,893,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"월8,9[024-0227]","월8,9[024-0227]",,,디지털리터러시
3272,894,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"화6,7[024-0241]","화6,7[024-0241]",,,디지털리터러시
3273,895,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"화8,9[024-0241]","화8,9[024-0241]",,,디지털리터러시
3274,896,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"수1,2[024-0241]","수1,2[024-0241]",,,디지털리터러시
3275,897,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"금1,2[024-0241]","금1,2[024-0241]",,,디지털리터러시
3276,898,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"금3,4[024-0241]","금3,4[024-0241]",,,디지털리터러시
3277,899,핵심교양,수리통계적사고,가좌캠퍼스,2.0,"수6,7[024-0175]","수6,7[024-0175]",,,디지털리터러시
3281,903,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"수1,2[029-0102]","수1,2[029-0102]",,,디지털리터러시
3282,904,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"수6,7[029-0102]","수6,7[029-0102]",,,디지털리터러시
3283,905,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"화1,2[029-0102]","화1,2[029-0102]",,,디지털리터러시
3284,906,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"월1,2[029-0102]","월1,2[029-0102]",,,디지털리터러시
3285,907,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"화6,7[029-0102]","화6,7[029-0102]",,,디지털리터러시
3286,908,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"금1,2[029-0102]","금1,2[029-0102]",,,디지털리터러시
3287,909,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"금3,4[029-0102]","금3,4[029-0102]",,,디지털리터러시
3288,910,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"화8,9[029-0102]","화8,9[029-0102]",,,디지털리터러시
3289,911,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"화3,4[029-0102]","화3,4[029-0102]",,,디지털리터러시
3290,912,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"월3,4[029-0102]","월3,4[029-0102]",,,디지털리터러시
3291,913,핵심교양,컴퓨팅사고와코딩,가좌캠퍼스,2.0,"월6,7[029-0102]","월6,7[029-0102]",,,디지털리터러시
3294,923,핵심교양,학습도구의디지털전환,가좌캠퍼스,2.0,"목8,9[024-0230]","목8,9[024-0230]",,,디지털리터러시
3295,924,핵심교양,수요자맞춤디지털콘텐츠만들기,가좌캠퍼스,2.0,"수6,7[024-0141]","수6,7[024-0141]",,,디지털리터러시
3296,925,교직,생활지도및상담,가좌캠퍼스,2.0,"금3,4[301-0430]","금3,4[301-0430]",,,이론
3297,926,교직,생활지도및상담,가좌캠퍼스,2.0,"목6,7[301-0424]","목6,7[301-0424]",,,이론
3298,927,교직,생활지도및상담,가좌캠퍼스,2.0,"목3,4[302-0105]","목3,4[302-0105]",,,이론
3299,928,교직,생활지도및상담,가좌캠퍼스,2.0,"목1,2[303-0417]","목1,2[303-0417]",,,이론
3300,929,교직,교육학개론,가좌캠퍼스,2.0,"월6,7[301-0424]","월6,7[301-0424]",,,이론
3301,930,교직,교육학개론,가좌캠퍼스,2.0,"수3,4[301-0317]","수3,4[301-0317]",,,이론
3302,931,교직,교육학개론,가좌캠퍼스,2.0,"목6,7[303-0310]","목6,7[303-0310]",,,이론
3303,932,교직,교육학개론,가좌캠퍼스,2.0,"목3,4[303-0312]","목3,4[303-0312]",,,이론
3304,933,교직,교육철학및교육사,가좌캠퍼스,2.0,"화3,4[303-0717]","화3,4[303-0717]",,,이론
3305,934,교직,교육철학및교육사,가좌캠퍼스,2.0,"목3,4[303-0417]","목3,4[303-0417]",,,이론
3306,935,교직,교육철학및교육사,가좌캠퍼스,2.0,"월1,2[303-0310]","월1,2[303-0310]",,,이론
3307,936,교직,교육철학및교육사,가좌캠퍼스,2.0,"금6,7[303-0417]","금6,7[303-0417]",,,이론
3308,937,교직,교육철학및교육사,가좌캠퍼스,2.0,"금8,9[303-0417]","금8,9[303-0417]",,,이론
3309,938,교직,교육심리,가좌캠퍼스,2.0,"수3,4[303-0717]","수3,4[303-0717]",,,이론
3310,939,교직,교육심리,가좌캠퍼스,2.0,"수6,7[301-0430]","수6,7[301-0430]",,,이론
3311,940,교직,교육심리,가좌캠퍼스,2.0,"목3,4[303-0717]","목3,4[303-0717]",,,이론
3312,941,교직,교육심리,가좌캠퍼스,2.0,"목6,7[303-0717]","목6,7[303-0717]",,,이론
3313,942,교직,교육심리,가좌캠퍼스,2.0,"금6,7[301-0424]","금6,7[301-0424]",,,이론
3314,943,교직,교육사회,가좌캠퍼스,2.0,"목3,4[301-0430]","목3,4[301-0430]",,,이론
3315,944,교직,교육사회,가좌캠퍼스,2.0,"화1,2[301-0424]","화1,2[301-0424]",,,이론
3316,945,교직,교육사회,가좌캠퍼스,2.0,"화3,4[301-0424]","화3,4[301-0424]",,,이론
3317,946,교직,교육사회,가좌캠퍼스,2.0,"수3,4[303-0417]","수3,4[303-0417]",,,이론
3318,947,교직,교육사회,가좌캠퍼스,2.0,"수6,7[303-0417]","수6,7[303-0417]",,,이론
3319,948,교직,교육과정및교육평가,가좌캠퍼스,2.0,"화3,4[301-0430]","화3,4[301-0430]",,,이론
3320,949,교직,교육과정및교육평가,가좌캠퍼스,2.0,"목3,4[301-0424]","목3,4[301-0424]",,,이론
3321,950,교직,교육과정및교육평가,가좌캠퍼스,2.0,"금6,7[303-0617]","금6,7[303-0617]",,,이론
3322,951,교직,교육과정및교육평가,가좌캠퍼스,2.0,"금8,9[303-0617]","금8,9[303-0617]",,,이론
3323,952,교직,교육방법및교육공학,가좌캠퍼스,2.0,"월6,7[301-0430]","월6,7[301-0430]",,,이론
3324,953,교직,교육방법및교육공학,가좌캠퍼스,2.0,"금3,4[301-0424]","금3,4[301-0424]",,,이론
3325,954,교직,교육방법및교육공학,가좌캠퍼스,2.0,"수1,2[301-0424]","수1,2[301-0424]",,,이론
3326,955,교직,교육방법및교육공학,가좌캠퍼스,2.0,"금1,2[301-0424]","금1,2[301-0424]",,,이론
3327,956,교직,교육행정및교육경영,가좌캠퍼스,2.0,"수8,9[301-0424]","수8,9[301-0424]",,,이론
3328,957,교직,교육행정및교육경영,가좌캠퍼스,2.0,"화6,7[303-0417]","화6,7[303-0417]",,,이론
3329,958,교직,교육행정및교육경영,가좌캠퍼스,2.0,"화8,9[301-0430]","화8,9[301-0430]",,,이론
3330,959,교직,교육행정및교육경영,가좌캠퍼스,2.0,"수6,7[303-0311]","수6,7[303-0311]",,,이론
3331,960,교직,교육행정및교육경영,가좌캠퍼스,2.0,"목6,7[303-0417]","목6,7[303-0417]",,,이론
3332,961,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"월6,7[303-0717]","월6,7[303-0717]",,,소양
3333,962,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"월8,9[303-0717]","월8,9[303-0717]",,,소양
3334,963,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"목1,2[303-0717]","목1,2[303-0717]",,,소양
3335,964,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"월1,2[303-0417]","월1,2[303-0417]",,,소양
3336,965,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"화6,7[303-0717]","화6,7[303-0717]",,,소양
3337,966,교직,학교폭력예방및학생의이해,가좌캠퍼스,2.0,"화8,9[303-0717]","화8,9[303-0717]",,,소양
3338,967,교직,특수교육학개론,가좌캠퍼스,2.0,"화1,2[303-0312]","화1,2[303-0312]",,,소양
3339,968,교직,특수교육학개론,가좌캠퍼스,2.0,"수1,2[303-0717]","수1,2[303-0717]",,,소양
3340,969,교직,특수교육학개론,가좌캠퍼스,2.0,"수6,7[303-0717]","수6,7[303-0717]",,,소양
3341,970,교직,특수교육학개론,가좌캠퍼스,2.0,"목1,2[301-0430]","목1,2[301-0430]",,,소양
3342,971,교직,특수교육학개론,가좌캠퍼스,2.0,"금3,4[303-0717]","금3,4[303-0717]",,,소양
3343,972,교직,특수교육학개론,가좌캠퍼스,2.0,"금6,7[303-0717]","금6,7[303-0717]",,,소양
3344,973,교직,교직실무,가좌캠퍼스,2.0,"목1,2[301-0424]","목1,2[301-0424]",,,소양
3345,974,교직,교직실무,가좌캠퍼스,2.0,"월3,4[303-0417]","월3,4[303-0417]",,,소양
3346,975,교직,교직실무,가좌캠퍼스,2.0,"화3,4[303-0317]","화3,4[303-0317]",,,소양
3347,976,교직,교직실무,가좌캠퍼스,2.0,"금8,9[303-0717]","금8,9[303-0717]",,,소양
3348,977,교직,교직실무,가좌캠퍼스,2.0,"금6,7[302-0105]","금6,7[302-0105]",,,소양
3349,978,교직,교직실무,가좌캠퍼스,2.0,"금8,9[302-0105]","금8,9[302-0105]",,,소양
3350,979,교직,교직실무,가좌캠퍼스,1.0,월7[303-0310],월7[303-0310],,,소양
3351,980,교직,교직실무,가좌캠퍼스,1.0,월8[303-0310],월8[303-0310],,,소양
3352,981,교직,디지털교육,가좌캠퍼스,1.0,화8[303-0417],화8[303-0417],,,소양
3353,982,교직,디지털교육,가좌캠퍼스,1.0,화9[303-0417],화9[303-0417],,,소양
3354,1010,일반선택,성공취업과전략,가좌캠퍼스,2.0,"수8,9[024-0258]","수8,9[024-0258]",,,
3355,1011,일반선택,직무분석과취업,가좌캠퍼스,2.0,"수6,7[024-0243]","수6,7[024-0243]",,,
3356,1012,일반선택,군사안보학,가좌캠퍼스,3.0,"수1,2[033-T101],금6,7,8,9[033-T101]","수1,2[033-T101]","금6,7,8,9[033-T101]",,
3357,1013,일반선택,군사조직리더십,가좌캠퍼스,3.0,"수1,2[033-T201],금6,7,8,9[033-T201]","수1,2[033-T201]","금6,7,8,9[033-T201]",,
3358,1014,일반선택,전력실무기초,가좌캠퍼스,2.0,"월1,2[024-0243]","월1,2[024-0243]",,,
